"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"05/24/1985","151","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"05/25/1985","212","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"05/26/1985","156","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"05/27/1985","41","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"05/28/1985","50","","TAFT HS","17-031-1003","AQS"
"05/29/1985","97","","COOK COUNTY TRAILER","17-031-1601","AQS"
"05/30/1985","46","","","17-197-1007","AQS"
"05/31/1985","50","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"06/01/1985","67","","COOK COUNTY TRAILER","17-031-1601","AQS"
"06/02/1985","50","","","17-197-1007","AQS"
"06/03/1985","45","","","17-197-1007","AQS"
"06/04/1985","41","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"06/05/1985","67","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"06/06/1985","54","","","17-197-1007","AQS"
"06/07/1985","215","","TAFT HS","17-031-1003","AQS"
"06/08/1985","204","","NORTH FIRESTATION","17-097-1002","AQS"
"06/09/1985","90","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"06/10/1985","51","","","17-197-1007","AQS"
"06/11/1985","35","","","17-097-0001","AQS"
"06/12/1985","32","","","17-097-0001","AQS"
"06/13/1985","46","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"06/14/1985","90","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"06/15/1985","90","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"06/16/1985","71","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"06/17/1985","67","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"06/18/1985","43","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"06/19/1985","51","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"06/20/1985","90","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"06/21/1985","101","","TAFT HS","17-031-1003","AQS"
"06/22/1985","48","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"06/23/1985","67","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"06/24/1985","90","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"06/25/1985","161","","WATER PLANT","17-031-7002","AQS"
"06/26/1985","179","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"06/27/1985","93","","","17-197-1007","AQS"
"06/28/1985","112","","TAFT HS","17-031-1003","AQS"
"06/29/1985","115","","","17-197-1007","AQS"
"06/30/1985","80","","","17-197-1007","AQS"
"07/01/1985","140","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"07/02/1985","93","","","18-127-1004","AQS"
"07/03/1985","100","","TAFT HS","17-031-1003","AQS"
"07/04/1985","80","","","18-127-1004","AQS"
"07/05/1985","54","","TAFT HS","17-031-1003","AQS"
"07/06/1985","74","","","18-127-1004","AQS"
"07/07/1985","87","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"07/08/1985","119","","","18-127-1004","AQS"
"07/09/1985","143","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"07/10/1985","51","","TAFT HS","17-031-1003","AQS"
"07/11/1985","154","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"07/12/1985","156","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"07/13/1985","100","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"07/14/1985","119","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"07/15/1985","50","","","17-031-1002","AQS"
"07/16/1985","84","","","17-197-1007","AQS"
"07/17/1985","97","","","17-197-1007","AQS"
"07/18/1985","161","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"07/19/1985","206","","","18-127-1004","AQS"
"07/20/1985","150","","","18-127-1004","AQS"
"07/21/1985","100","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"07/22/1985","50","","","17-197-1007","AQS"
"07/23/1985","77","","","17-197-1007","AQS"
"07/24/1985","133","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"07/25/1985","64","","","18-127-0021","AQS"
"07/26/1985","77","","","17-197-1007","AQS"
"07/27/1985","202","","WATER PLANT","17-031-7002","AQS"
"07/28/1985","133","","","17-031-0037","AQS"
"07/29/1985","169","","","18-127-1004","AQS"
"07/30/1985","26","","WATER PLANT","17-031-7002","AQS"
"07/31/1985","29","","","17-097-0001","AQS"
"08/01/1985","39","","","17-197-1007","AQS"
"08/02/1985","46","","","17-197-1007","AQS"
"08/03/1985","133","","","17-097-0001","AQS"
"08/04/1985","44","","","18-127-0021","AQS"
"08/05/1985","44","","","17-031-0037","AQS"
"08/06/1985","90","","WATER PLANT","17-031-7002","AQS"
"08/07/1985","105","","WATER PLANT","17-031-7002","AQS"
"08/08/1985","192","","WATER PLANT","17-031-7002","AQS"
"08/09/1985","143","","","17-097-0001","AQS"
"08/10/1985","46","","","17-197-1007","AQS"
"08/11/1985","74","","","17-197-1007","AQS"
"08/12/1985","90","","","18-127-0021","AQS"
"08/13/1985","136","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"08/14/1985","54","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"08/15/1985","48","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"08/16/1985","93","","LARSEN JUNIOR HIGH","17-089-0005","AQS"
"08/17/1985","54","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"08/18/1985","39","","","18-127-1004","AQS"
"08/19/1985","46","","WATER PLANT","17-031-7002","AQS"
"08/20/1985","37","","","17-197-1007","AQS"
"08/21/1985","51","","","17-197-1007","AQS"
"08/22/1985","61","","WATER PLANT","17-031-7002","AQS"
"08/23/1985","67","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"08/24/1985","45","","","18-127-1004","AQS"
"08/25/1985","129","","WATER PLANT","17-031-7002","AQS"
"08/26/1985","51","","","18-127-1004","AQS"
"08/27/1985","80","","WATER PLANT","17-031-7002","AQS"
"08/28/1985","74","","","17-197-1007","AQS"
"08/29/1985","77","","WATER PLANT","17-031-7002","AQS"
"08/30/1985","42","","","17-197-1007","AQS"
"08/31/1985","51","","CARY GROVE HS","17-111-0001","AQS"
"09/01/1985","74","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"09/02/1985","64","","LARSEN JUNIOR HIGH","17-089-0005","AQS"
"09/03/1985","43","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"09/04/1985","33","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"09/05/1985","74","","","17-197-1007","AQS"
"09/06/1985","48","","","17-197-1007","AQS"
"09/07/1985","129","","KENOSHA - BARBERSHOP QUARTET SOCIETY","55-059-0002","AQS"
"09/08/1985","51","","NORTH FIRESTATION","17-097-1002","AQS"
"09/09/1985","38","","","17-197-1007","AQS"
"09/10/1985","28","","TAFT HS","17-031-1003","AQS"
"09/11/1985","33","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"09/12/1985","40","","TAFT HS","17-031-1003","AQS"
"09/13/1985","42","","TAFT HS","17-031-1003","AQS"
"09/14/1985","44","","TAFT HS","17-031-1003","AQS"
"09/15/1985","77","","TAFT HS","17-031-1003","AQS"
"09/16/1985","93","","TAFT HS","17-031-1003","AQS"
"09/17/1985","51","","TAFT HS","17-031-1003","AQS"
"09/18/1985","93","","TAFT HS","17-031-1003","AQS"
"09/19/1985","105","","","18-127-0021","AQS"
"09/20/1985","84","","FITNESS FORUM","17-197-1008","AQS"
"09/21/1985","34","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"09/22/1985","41","","","18-127-0021","AQS"
"09/23/1985","29","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"09/24/1985","31","","","17-197-1007","AQS"
"09/25/1985","25","","","17-097-0001","AQS"
"09/26/1985","36","","Ogden Dunes- Water Treatment Plant","18-127-0024","AQS"
"09/27/1985","37","","","18-127-1004","AQS"
"09/28/1985","54","","","18-127-1004","AQS"
"09/29/1985","67","","","18-127-1004","AQS"
"09/30/1985","31","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"10/01/1985","24","","","17-197-1007","AQS"
"10/02/1985","36","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"10/03/1985","46","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"10/04/1985","25","","FITNESS FORUM","17-197-1008","AQS"
"10/05/1985","27","","CARY GROVE HS","17-111-0001","AQS"
"10/06/1985","31","","FITNESS FORUM","17-197-1008","AQS"
"10/07/1985","47","","","18-127-0021","AQS"
"10/08/1985","42","","HAMMOND CAAP- Hammond- 141st St.","18-089-2008","AQS"
"10/09/1985","34","","","18-127-0021","AQS"
"10/10/1985","23","","WATER PLANT","17-031-7002","AQS"
"10/11/1985","23","","WATER PLANT","17-031-7002","AQS"
"10/12/1985","43","","","18-127-0021","AQS"
"10/13/1985","43","","","17-197-1007","AQS"
"10/14/1985","31","","","18-127-0021","AQS"
"10/15/1985","30","","","17-197-1007","AQS"
"10/16/1985","31","","","18-127-0021","AQS"
"10/17/1985","33","","","17-197-1007","AQS"
"10/18/1985","29","","WATER PLANT","17-031-7002","AQS"
"10/19/1985","31","","WATER PLANT","17-031-7002","AQS"
"10/20/1985","27","","WATER PLANT","17-031-7002","AQS"
"10/21/1985","28","","WATER PLANT","17-031-7002","AQS"
"10/22/1985","36","","","18-127-0021","AQS"
"10/23/1985","30","","","17-197-1007","AQS"
"10/24/1985","31","","CARY GROVE HS","17-111-0001","AQS"
"10/25/1985","34","","","18-127-0021","AQS"
"10/26/1985","40","","","18-127-0021","AQS"
"10/27/1985","35","","","18-127-0021","AQS"
"10/28/1985","34","","WATER PLANT","17-031-7002","AQS"
"10/29/1985","29","","WATER PLANT","17-031-7002","AQS"
"10/30/1985","28","","WATER PLANT","17-031-7002","AQS"
"10/31/1985","14","","WATER PLANT","17-031-7002","AQS"
"11/01/1985","19","","WATER PLANT","17-031-7002","AQS"
"11/02/1985","23","","","17-197-1007","AQS"
"11/03/1985","19","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"11/04/1985","22","","","17-197-1007","AQS"
"11/05/1985","20","","CARY GROVE HS","17-111-0001","AQS"
"11/06/1985","22","","","17-031-0053","AQS"
"11/07/1985","22","","","17-031-0053","AQS"
"11/08/1985","31","","WATER PLANT","17-031-7002","AQS"
"11/09/1985","23","","WATER PLANT","17-031-7002","AQS"
"11/10/1985","27","","WATER PLANT","17-031-7002","AQS"
"11/11/1985","27","","WATER PLANT","17-031-7002","AQS"
"11/12/1985","27","","","17-031-0053","AQS"
"11/13/1985","29","","","17-031-0053","AQS"
"11/14/1985","24","","WATER PLANT","17-031-7002","AQS"
"11/15/1985","27","","WATER PLANT","17-031-7002","AQS"
"11/16/1985","22","","","17-197-1007","AQS"
"11/17/1985","31","","","17-197-1007","AQS"
"11/18/1985","29","","","17-197-1007","AQS"
"11/19/1985","27","","","17-197-1007","AQS"
"11/20/1985","26","","FITNESS FORUM","17-197-1008","AQS"
"11/21/1985","28","","WATER PLANT","17-031-7002","AQS"
"11/22/1985","15","","WATER PLANT","17-031-7002","AQS"
"11/23/1985","26","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"11/24/1985","29","","WATER PLANT","17-031-7002","AQS"
"11/25/1985","27","","WATER PLANT","17-031-7002","AQS"
"11/26/1985","19","","WATER PLANT","17-031-7002","AQS"
"11/27/1985","31","","WATER PLANT","17-031-7002","AQS"
"11/28/1985","28","","WATER PLANT","17-031-7002","AQS"
"11/29/1985","30","","WATER PLANT","17-031-7002","AQS"
"11/30/1985","10","","WATER PLANT","17-031-7002","AQS"
"12/01/1985","28","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"12/02/1985","31","","FITNESS FORUM","17-197-1008","AQS"
"12/03/1985","20","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"12/04/1985","14","","","17-197-1007","AQS"
"12/05/1985","21","","","17-197-1007","AQS"
"12/06/1985","18","","","17-197-1007","AQS"
"12/07/1985","14","","FITNESS FORUM","17-197-1008","AQS"
"12/08/1985","22","","","17-197-1007","AQS"
"12/09/1985","22","","","17-197-1007","AQS"
"12/10/1985","23","","WATER PLANT","17-031-7002","AQS"
"12/11/1985","24","","WATER PLANT","17-031-7002","AQS"
"12/12/1985","24","","","17-197-1007","AQS"
"12/13/1985","27","","CARY GROVE HS","17-111-0001","AQS"
"12/14/1985","29","","CARY GROVE HS","17-111-0001","AQS"
"12/15/1985","32","","CARY GROVE HS","17-111-0001","AQS"
"12/16/1985","31","","CARY GROVE HS","17-111-0001","AQS"
"12/17/1985","30","","","17-197-1007","AQS"
"12/18/1985","27","","","17-197-1007","AQS"
"12/19/1985","24","","CARY GROVE HS","17-111-0001","AQS"
"12/20/1985","27","","CARY GROVE HS","17-111-0001","AQS"
"12/21/1985","27","","","17-197-1007","AQS"
"12/22/1985","22","","","17-197-1007","AQS"
"12/23/1985","31","","","17-097-0001","AQS"
"12/24/1985","31","","","17-097-0001","AQS"
"12/25/1985","28","","LARSEN JUNIOR HIGH","17-089-0005","AQS"
"12/26/1985","29","","","17-097-0001","AQS"
"12/27/1985","29","","CARY GROVE HS","17-111-0001","AQS"
"12/28/1985","30","","","17-197-1007","AQS"
"12/29/1985","31","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"12/30/1985","25","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"12/31/1985","29","","CARY GROVE HS","17-111-0001","AQS"
"01/01/1986","23","","","17-197-1007","AQS"
"01/02/1986","16","","","17-197-1007","AQS"
"01/03/1986","22","","","17-197-1007","AQS"
"01/04/1986","28","","CARY GROVE HS","17-111-0001","AQS"
"01/05/1986","29","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/06/1986","25","","CARY GROVE HS","17-111-0001","AQS"
"01/07/1986","28","","CARY GROVE HS","17-111-0001","AQS"
"01/08/1986","24","","CARY GROVE HS","17-111-0001","AQS"
"01/09/1986","29","","CARY GROVE HS","17-111-0001","AQS"
"01/10/1986","29","","CARY GROVE HS","17-111-0001","AQS"
"01/11/1986","29","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/12/1986","31","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/13/1986","31","","CARY GROVE HS","17-111-0001","AQS"
"01/14/1986","31","","CARY GROVE HS","17-111-0001","AQS"
"01/15/1986","17","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/16/1986","38","","","17-197-1007","AQS"
"01/17/1986","21","","","17-197-1007","AQS"
"01/18/1986","23","","","17-197-1007","AQS"
"01/19/1986","27","","","17-197-1007","AQS"
"01/20/1986","24","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/21/1986","27","","","17-197-1007","AQS"
"01/22/1986","26","","","17-197-1007","AQS"
"01/23/1986","24","","","17-197-1007","AQS"
"01/24/1986","19","","","17-197-1007","AQS"
"01/25/1986","29","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/26/1986","31","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/27/1986","31","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/28/1986","25","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"01/29/1986","29","","","17-197-1007","AQS"
"01/30/1986","27","","","17-197-1007","AQS"
"01/31/1986","19","","WATER PLANT","17-031-7002","AQS"
"02/01/1986","15","","","17-197-1007","AQS"
"02/02/1986","19","","","17-197-1007","AQS"
"02/03/1986","13","","NORTH FIRESTATION","17-097-1002","AQS"
"02/04/1986","12","","NORTH FIRESTATION","17-097-1002","AQS"
"02/05/1986","28","","","17-097-0001","AQS"
"02/06/1986","29","","","17-097-0001","AQS"
"02/07/1986","30","","CARY GROVE HS","17-111-0001","AQS"
"02/08/1986","38","","FITNESS FORUM","17-197-1008","AQS"
"02/09/1986","30","","FITNESS FORUM","17-197-1008","AQS"
"02/10/1986","31","","CARY GROVE HS","17-111-0001","AQS"
"02/11/1986","30","","CARY GROVE HS","17-111-0001","AQS"
"02/12/1986","33","","FITNESS FORUM","17-197-1008","AQS"
"02/13/1986","29","","CARY GROVE HS","17-111-0001","AQS"
"02/14/1986","36","","CARY GROVE HS","17-111-0001","AQS"
"02/15/1986","34","","FITNESS FORUM","17-197-1008","AQS"
"02/16/1986","31","","WATER PLANT","17-031-7002","AQS"
"02/17/1986","19","","WATER PLANT","17-031-7002","AQS"
"02/18/1986","27","","CARY GROVE HS","17-111-0001","AQS"
"02/19/1986","19","","WATER PLANT","17-031-7002","AQS"
"02/20/1986","30","","WATER PLANT","17-031-7002","AQS"
"02/21/1986","35","","WATER PLANT","17-031-7002","AQS"
"02/22/1986","35","","CARY GROVE HS","17-111-0001","AQS"
"02/23/1986","37","","CARY GROVE HS","17-111-0001","AQS"
"02/24/1986","41","","CARY GROVE HS","17-111-0001","AQS"
"02/25/1986","46","","FITNESS FORUM","17-197-1008","AQS"
"02/26/1986","33","","CARY GROVE HS","17-111-0001","AQS"
"02/27/1986","35","","WATER PLANT","17-031-7002","AQS"
"02/28/1986","36","","","17-097-0001","AQS"
"03/01/1986","39","","","17-097-0001","AQS"
"03/02/1986","39","","CARY GROVE HS","17-111-0001","AQS"
"03/03/1986","35","","CARY GROVE HS","17-111-0001","AQS"
"03/04/1986","37","","","17-097-0001","AQS"
"03/05/1986","27","","BUTTERFIELD SCHOOL","17-097-3001","AQS"
"03/06/1986","35","","CARY GROVE HS","17-111-0001","AQS"
"03/07/1986","33","","","17-097-0001","AQS"
"03/08/1986","27","","","17-031-1002","AQS"
"03/09/1986","42","","CARY GROVE HS","17-111-0001","AQS"
"03/10/1986","34","","","17-031-1002","AQS"
"03/11/1986","36","","WATER PLANT","17-031-7002","AQS"
"03/12/1986","26","","WATER PLANT","17-031-7002","AQS"
"03/13/1986","18","","","17-031-1002","AQS"
"03/14/1986","30","","","17-031-0053","AQS"
"03/15/1986","26","","WATER PLANT","17-031-7002","AQS"
"03/16/1986","36","","WATER PLANT","17-031-7002","AQS"
"03/17/1986","31","","LARSEN JUNIOR HIGH","17-089-0005","AQS"
"03/18/1986","24","","","17-031-0053","AQS"
"03/19/1986","32","","WATER PLANT","17-031-7002","AQS"
"03/20/1986","31","","LARSEN JUNIOR HIGH","17-089-0005","AQS"
"03/21/1986","35","","FITNESS FORUM","17-197-1008","AQS"
"03/22/1986","38","","FITNESS FORUM","17-197-1008","AQS"
"03/23/1986","39","","FITNESS FORUM","17-197-1008","AQS"
"03/24/1986","36","","FITNESS FORUM","17-197-1008","AQS"
"03/25/1986","49","","","17-031-0053","AQS"
"03/26/1986","34","","FITNESS FORUM","17-197-1008","AQS"
"03/27/1986","32","","FITNESS FORUM","17-197-1008","AQS"
